timestamp,mid_price,book-imbalance
2023-11-13 00:00:00.159177,49414500.0,1895.5541136786342
2023-11-13 00:00:01.283481,49414500.0,1761.7917060032487
2023-11-13 00:00:02.401724,49413500.0,778.8176055029035
2023-11-13 00:00:03.521857,49413500.0,606.1951930820942
2023-11-13 00:00:04.649564,49413500.0,858.6976552084088
2023-11-13 00:00:05.775073,49408500.0,3781.6171473115683
2023-11-13 00:00:06.917416,49404500.0,2534.5620353519917
2023-11-13 00:00:08.319975,49404000.0,2561.3902453035116
2023-11-13 00:00:09.441750,49405000.0,5352.034445777535
2023-11-13 00:00:10.560738,49406000.0,6964.1601297184825
2023-11-13 00:00:11.684500,49411000.0,4996.58517293632
2023-11-13 00:00:12.815836,49413500.0,3154.9201477840543
2023-11-13 00:00:13.984723,49413500.0,2634.2601300403476
2023-11-13 00:00:15.127501,49412000.0,3770.5754210352898
2023-11-13 00:00:16.252047,49412000.0,3646.3717930838466
2023-11-13 00:00:17.379666,49412000.0,3709.0938719809055
2023-11-13 00:00:18.502851,49412000.0,3922.1671188548207
2023-11-13 00:00:19.652430,49413500.0,2811.2898051291704
2023-11-13 00:00:20.770171,49413500.0,2348.5972509384155
2023-11-13 00:00:21.895204,49414000.0,2397.2159151658416
2023-11-13 00:00:23.020130,49413500.0,2449.0107033401728
2023-11-13 00:00:24.199058,49413500.0,2770.902220390737
2023-11-13 00:00:25.326421,49413500.0,2736.054275177419
2023-11-13 00:00:26.462225,49412000.0,4276.065425992012
2023-11-13 00:00:27.602646,49411500.0,3821.8204826414585
2023-11-13 00:00:28.725662,49415000.0,2545.6180683150887
2023-11-13 00:00:29.855272,49412000.0,3713.9930573552847
2023-11-13 00:00:30.983798,49412000.0,3722.0621469318867
2023-11-13 00:00:32.114402,49414500.0,3344.590843036771
2023-11-13 00:00:33.240374,49414500.0,2670.235757559538
2023-11-13 00:00:34.361851,49414000.0,1873.7604144662619
2023-11-13 00:00:35.484124,49413500.0,1791.0872259661555
2023-11-13 00:00:36.604113,49411000.0,4137.423512607813
2023-11-13 00:00:37.725728,49417500.0,3787.1733037531376
2023-11-13 00:00:38.843300,49416000.0,2899.848348401487
2023-11-13 00:00:39.970313,49414000.0,3838.340039037168
2023-11-13 00:00:41.108608,49414000.0,3449.972020626068
2023-11-13 00:00:42.227042,49413500.0,3776.724928177893
2023-11-13 00:00:43.347092,49409500.0,3535.736075654626
2023-11-13 00:00:44.492035,49409500.0,4372.963776163757
2023-11-13 00:00:45.612989,49411000.0,4509.900381073356
2023-11-13 00:00:46.737327,49411000.0,4022.6391174718738
2023-11-13 00:00:47.860035,49411000.0,4473.569460749626
2023-11-13 00:00:48.986245,49413000.0,3920.7013763412833
2023-11-13 00:00:50.138861,49412000.0,4569.679127961397
2023-11-13 00:00:51.265688,49413500.0,3939.118473522365
2023-11-13 00:00:52.390474,49413500.0,3817.1854721084237
2023-11-13 00:00:53.516863,49413500.0,4461.917517334223
2023-11-13 00:00:54.660859,49413500.0,4450.381436057389
2023-11-13 00:00:55.814377,49418000.0,2740.558010675013
2023-11-13 00:00:56.937766,49421000.0,3448.720063969493
2023-11-13 00:00:58.091172,49417500.0,3803.219581797719
2023-11-13 00:00:59.217691,49418500.0,4077.094034768641
2023-11-13 00:01:00.347888,49421000.0,2427.5963495522738
2023-11-13 00:01:01.468597,49418500.0,4984.590141311288
2023-11-13 00:01:02.586442,49418500.0,6167.825074918568
2023-11-13 00:01:03.707510,49418500.0,5416.766196779907
2023-11-13 00:01:04.859633,49417000.0,3545.396277554333
2023-11-13 00:01:05.984588,49417000.0,3288.1845237761736
2023-11-13 00:01:07.158220,49417000.0,4185.5888070091605
2023-11-13 00:01:08.291957,49416000.0,3915.9256760701537
2023-11-13 00:01:09.411846,49416500.0,3023.8594936206937
2023-11-13 00:01:10.547714,49419000.0,5090.95015463233
2023-11-13 00:01:11.681315,49419500.0,4446.650347813964
2023-11-13 00:01:12.801182,49419000.0,3914.6092968061566
2023-11-13 00:01:13.935787,49419000.0,4066.668032951653
2023-11-13 00:01:15.104471,49412500.0,3034.977255001664
2023-11-13 00:01:16.257898,49405000.0,3798.5037390738726
2023-11-13 00:01:17.424332,49405000.0,3188.311295621097
2023-11-13 00:01:18.573906,49405500.0,2896.268450334668
2023-11-13 00:01:19.697447,49407000.0,5504.7475296631455
2023-11-13 00:01:20.819915,49408000.0,5477.302808023989
2023-11-13 00:01:21.946429,49408000.0,6085.833429418504
2023-11-13 00:01:23.138615,49406500.0,4501.482756383717
2023-11-13 00:01:24.263348,49408500.0,6016.722808323801
2023-11-13 00:01:25.384273,49409000.0,4603.147416010499
2023-11-13 00:01:26.547808,49412000.0,2333.1941027492285
2023-11-13 00:01:27.670222,49411000.0,3288.8645437136292
2023-11-13 00:01:28.819864,49409000.0,5337.721019767225
2023-11-13 00:01:29.952902,49406000.0,4781.782519124448
2023-11-13 00:01:31.069501,49405500.0,3423.699677668512
2023-11-13 00:01:32.232657,49408000.0,2448.2841999679804
2023-11-13 00:01:33.352704,49405500.0,1819.0059481039643
2023-11-13 00:01:34.475055,49404500.0,794.9322743564844
2023-11-13 00:01:35.601305,49401000.0,2667.3852918595076
2023-11-13 00:01:36.722874,49395500.0,3468.610263288021
